text,label,clean_text
i take it that taylor has apprised you of the latest situation and that you feel reassured that the security of the apartment is no longer compromised,1,take taylor apprise late situation feel reassure security apartment long compromise
i would set out in a sunny temper and generally feeling benevolent to all road users then every morning at approximately,1,would set sunny temper generally feel benevolent road user every morning approximately
i know the feeling of plans disturbed schedules disrupted,0,know feeling plan disturb schedule disrupt
i have that feeling but idol anime is pretty popular so it could be anything,1,feeling idol anime pretty popular could anything
i feel even more passionate about the gospel now than i have ever in my life and its because of my knowledge of the savior,1,feel even passionate gospel ever life knowledge savior
i know i did and im still feeling the effects of rich dinners and sweet treats,1,know still feel effect rich dinner sweet treat
i left kicking myself for the awkwardness of my departure but feeling triumphant at not only having succeeded at my mission but having enjoyed myself as well,1,leave kick awkwardness departure feel triumphant succeed mission enjoy well
i feel like i should see it through to the bitter end so thats what im going to do,3,feel like see bitter end go
i said earlier our bodies have gotten used to the heat and the curiosity of what degrees feels like keeps me eager for the next summer day,1,say early body get use heat curiosity degree feel like keep eager next summer day
i feel so weird about it,5,feel weird
i dont even think i would be ready to be fuck buddys because if theres emotions from him i would feel horrible when im not giving them back,0,not even think would ready fuck buddys emotion would feel horrible give back
i thought it d be and i got full marks on the questions which makes me feel quite clever,1,think get full mark question make feel quite clever
im not a huge history buff but i do feel emotional when i think of my great uncle,0,huge history buff feel emotional think great uncle
i feel i should probably move on to the meat of my story before i get too distracted by the side dishes what happened to good music,3,feel probably move meat story get distracted side dish happen good music
